STORE_NBR,YEARMONTH,totSales,nCustomers,nTxn,nChips,nTxnPerCust,nChipsPerTxn,avgPricePerUnit
167,201812,150.4,36,37,41,1.0277777777777777,1.1081081081081081,3.6682926829268294
167,201901,108.1,27,28,35,1.037037037037037,1.25,3.0885714285714285
168,201807,1013.2,106,140,280,1.320754716981132,2.0,3.6185714285714288
168,201808,815.95,93,119,230,1.2795698924731183,1.9327731092436975,3.547608695652174
168,201809,804.2,92,113,226,1.2282608695652173,2.0,3.558407079646018
168,201810,949.6,107,136,272,1.2710280373831775,2.0,3.4911764705882353
168,201811,899.0,103,126,252,1.2233009708737863,2.0,3.5674603174603177
168,201812,1052.4,111,150,300,1.3513513513513513,2.0,3.5080000000000005
168,201901,862.0,95,118,236,1.2421052631578948,2.0,3.652542372881356
169,201807,196.0,35,36,59,1.0285714285714285,1.6388888888888888,3.3220338983050848
169,201808,220.2,34,34,62,1.0,1.8235294117647058,3.551612903225806
169,201809,242.4,40,43,71,1.075,1.6511627906976745,3.4140845070422534
169,201810,297.1,43,51,89,1.186046511627907,1.7450980392156863,3.3382022471910116
169,201811,329.6,50,54,94,1.08,1.7407407407407407,3.5063829787234044
169,201812,274.3,44,46,81,1.0454545454545454,1.7608695652173914,3.38641975308642
169,201901,295.40000000000003,49,51,81,1.0408163265306123,1.588235294117647,3.646913580246914
170,201807,513.6,51,57,113,1.1176470588235294,1.9824561403508771,4.545132743362832
170,201808,332.6,41,42,77,1.024390243902439,1.8333333333333333,4.3194805194805195
170,201809,401.5,43,45,88,1.0465116279069768,1.9555555555555555,4.5625
170,201810,444.2,47,51,102,1.0851063829787233,2.0,4.354901960784313
170,201811,346.8,39,40,80,1.0256410256410255,2.0,4.335
170,201812,294.8,31,32,64,1.032258064516129,2.0,4.60625
170,201901,362.8,41,43,85,1.048780487804878,1.9767441860465116,4.268235294117647
171,201807,271.6,30,31,62,1.0333333333333334,2.0,4.380645161290323
171,201808,363.6,42,44,85,1.0476190476190477,1.9318181818181819,4.27764705882353
171,201809,375.1,45,45,89,1.0,1.9777777777777779,4.214606741573034
171,201810,392.6,42,47,94,1.119047619047619,2.0,4.176595744680851
171,201811,388.8,46,48,96,1.0434782608695652,2.0,4.05
171,201812,428.0,47,50,100,1.0638297872340425,2.0,4.28
171,201901,331.2,36,39,78,1.0833333333333333,2.0,4.246153846153846
172,201807,738.4,82,106,212,1.2926829268292683,2.0,3.483018867924528
172,201808,708.2,85,113,212,1.3294117647058823,1.8761061946902655,3.3405660377358495
172,201809,767.2,81,105,210,1.2962962962962963,2.0,3.6533333333333338
172,201810,931.4,103,139,278,1.3495145631067962,2.0,3.350359712230216
172,201811,811.4,91,119,238,1.3076923076923077,2.0,3.4092436974789915
172,201812,850.2,94,118,236,1.2553191489361701,2.0,3.602542372881356
172,201901,842.6,89,117,234,1.3146067415730338,2.0,3.600854700854701
173,201807,440.8,48,51,102,1.0625,2.0,4.32156862745098
173,201808,504.55,58,64,115,1.103448275862069,1.796875,4.387391304347826
173,201809,308.2,37,37,74,1.0,2.0,4.164864864864865
173,201810,514.0,52,56,112,1.0769230769230769,2.0,4.589285714285714
173,201811,423.4,46,49,98,1.065217391304348,2.0,4.320408163265306
173,201812,495.0,55,58,116,1.0545454545454545,2.0,4.267241379310345
173,201901,448.4,47,51,102,1.0851063829787233,2.0,4.3960784313725485
174,201807,307.0,36,37,71,1.0277777777777777,1.9189189189189189,4.323943661971831
174,201808,432.0,46,49,94,1.065217391304348,1.9183673469387754,4.595744680851064
174,201809,238.0,25,27,54,1.08,2.0,4.407407407407407
174,201810,317.0,33,36,72,1.0909090909090908,2.0,4.402777777777778
174,201811,379.2,43,44,87,1.0232558139534884,1.9772727272727273,4.358620689655172
174,201812,317.0,33,36,68,1.0909090909090908,1.8888888888888888,4.661764705882353
174,201901,370.7,37,39,77,1.054054054054054,1.9743589743589745,4.814285714285714
175,201807,954.4,99,116,219,1.1717171717171717,1.8879310344827587,4.357990867579908
175,201808,953.8,103,127,223,1.233009708737864,1.7559055118110236,4.277130044843049
175,201809,815.2,88,100,183,1.1363636363636365,1.83,4.454644808743169
175,201810,819.7,86,96,183,1.1162790697674418,1.90625,4.479234972677596
175,201811,731.3,77,92,173,1.1948051948051948,1.8804347826086956,4.227167630057803
175,201812,1059.5,107,127,243,1.1869158878504673,1.9133858267716535,4.360082304526749
175,201901,1064.0,111,126,242,1.135135135135135,1.9206349206349207,4.396694214876033
176,201807,267.6,47,49,69,1.0425531914893618,1.4081632653061225,3.8782608695652177
176,201808,139.3,31,31,43,1.0,1.3870967741935485,3.2395348837209306
176,201809,178.4,40,40,53,1.0,1.325,3.3660377358490567
176,201810,222.6,49,49,63,1.0,1.2857142857142858,3.533333333333333
176,201811,161.3,33,36,47,1.0909090909090908,1.3055555555555556,3.4319148936170216
176,201812,216.2,36,37,56,1.0277777777777777,1.5135135135135136,3.8607142857142853
176,201901,163.9,29,32,49,1.103448275862069,1.53125,3.3448979591836734
178,201807,917.6,104,126,252,1.2115384615384615,2.0,3.641269841269841
178,201808,832.7,103,124,229,1.203883495145631,1.846774193548387,3.636244541484716
178,201809,868.8,94,121,242,1.2872340425531914,2.0,3.590082644628099
178,201810,892.0,96,135,270,1.40625,2.0,3.303703703703704
178,201811,901.4,105,125,250,1.1904761904761905,2.0,3.6056
178,201812,903.2,99,129,258,1.303030303030303,2.0,3.5007751937984497
178,201901,758.4,88,109,218,1.2386363636363635,2.0,3.478899082568807
179,201807,870.2,90,121,243,1.3444444444444446,2.0082644628099175,3.5810699588477366
179,201808,897.0,101,135,257,1.3366336633663367,1.9037037037037037,3.490272373540856
179,201809,834.4,93,115,230,1.2365591397849462,2.0,3.6278260869565218
179,201810,900.8,99,128,256,1.292929292929293,2.0,3.51875
179,201811,990.0,103,137,274,1.3300970873786409,2.0,3.613138686131387
179,201812,685.6,78,98,196,1.2564102564102564,2.0,3.4979591836734696
179,201901,975.8,102,134,268,1.3137254901960784,2.0,3.641044776119403
180,201807,764.2,88,113,226,1.2840909090909092,2.0,3.38141592920354
180,201808,721.4,98,117,220,1.1938775510204083,1.8803418803418803,3.279090909090909
180,201809,820.4,93,118,236,1.2688172043010753,2.0,3.4762711864406777
180,201810,793.4,88,110,220,1.25,2.0,3.6063636363636364
180,201811,748.8,93,105,210,1.1290322580645162,2.0,3.5657142857142854
180,201812,932.0,100,131,262,1.31,2.0,3.5572519083969465
180,201901,1004.2,101,143,286,1.4158415841584158,2.0,3.5111888111888114
181,201807,1303.4,126,150,296,1.1904761904761905,1.9733333333333334,4.403378378378378
181,201808,984.65,105,123,227,1.1714285714285715,1.8455284552845528,4.337665198237885
181,201809,1073.6,111,126,249,1.135135135135135,1.9761904761904763,4.311646586345381
181,201810,1208.3,119,139,277,1.1680672268907564,1.9928057553956835,4.362093862815884
181,201811,1101.2,106,129,254,1.2169811320754718,1.9689922480620154,4.3354330708661415
181,201812,1149.0,115,133,262,1.1565217391304348,1.9699248120300752,4.385496183206107
181,201901,1092.7,101,123,244,1.2178217821782178,1.983739837398374,4.478278688524591
182,201807,347.6,40,40,80,1.0,2.0,4.345000000000001
182,201808,380.3,47,49,85,1.0425531914893618,1.7346938775510203,4.474117647058824
182,201809,392.8,41,45,90,1.0975609756097562,2.0,4.364444444444445
182,201810,353.4,39,40,80,1.0256410256410255,2.0,4.4174999999999995
182,201811,453.8,47,50,100,1.0638297872340425,2.0,4.538
182,201812,306.8,33,36,72,1.0909090909090908,2.0,4.261111111111111
182,201901,353.6,42,42,83,1.0,1.9761904761904763,4.260240963855422
183,201807,773.8,88,109,218,1.2386363636363635,2.0,3.5495412844036696
183,201808,654.3,79,100,187,1.2658227848101267,1.87,3.498930481283422
183,201809,771.2,84,104,208,1.2380952380952381,2.0,3.707692307692308
183,201810,756.4,89,110,220,1.2359550561797752,2.0,3.438181818181818
183,201811,746.2,89,104,208,1.1685393258426966,2.0,3.5875000000000004
183,201812,867.6,103,129,258,1.2524271844660195,2.0,3.3627906976744186
183,201901,809.8,95,117,234,1.231578947368421,2.0,3.4606837606837604
184,201807,889.2,92,127,254,1.3804347826086956,2.0,3.5007874015748035
184,201808,835.5,99,123,237,1.2424242424242424,1.9268292682926829,3.5253164556962027
184,201809,820.4,91,117,234,1.2857142857142858,2.0,3.505982905982906
184,201810,870.4,104,123,246,1.1826923076923077,2.0,3.538211382113821
184,201811,832.4,88,114,228,1.2954545454545454,2.0,3.650877192982456
184,201812,826.2,87,118,236,1.3563218390804597,2.0,3.5008474576271187
184,201901,882.4,92,124,248,1.3478260869565217,2.0,3.5580645161290323
185,201807,200.70000000000002,37,39,55,1.054054054054054,1.4102564102564104,3.6490909090909094
185,201808,253.3,50,51,69,1.02,1.3529411764705883,3.6710144927536232
185,201809,181.3,36,39,53,1.0833333333333333,1.358974358974359,3.4207547169811323
185,201810,203.3,38,39,60,1.0263157894736843,1.5384615384615385,3.3883333333333336
185,201811,182.7,37,37,52,1.0,1.4054054054054055,3.5134615384615384
185,201812,193.3,37,39,54,1.054054054054054,1.3846153846153846,3.57962962962963
185,201901,242.2,45,47,70,1.0444444444444445,1.4893617021276595,3.46
186,201807,131.6,28,30,38,1.0714285714285714,1.2666666666666666,3.4631578947368418
186,201808,142.1,29,31,42,1.0689655172413792,1.3548387096774193,3.3833333333333333
186,201809,157.3,30,31,43,1.0333333333333334,1.3870967741935485,3.658139534883721
186,201810,153.9,30,31,43,1.0333333333333334,1.3870967741935485,3.579069767441861
186,201811,156.9,37,37,42,1.0,1.135135135135135,3.7357142857142858
186,201812,134.9,30,31,40,1.0333333333333334,1.2903225806451613,3.3725
186,201901,174.1,39,40,48,1.0256410256410255,1.2,3.627083333333333
187,201807,238.6,37,40,56,1.0810810810810811,1.4,4.260714285714285
187,201808,214.3,36,37,54,1.0277777777777777,1.4594594594594594,3.968518518518519
187,201809,260.8,35,39,57,1.1142857142857143,1.4615384615384615,4.575438596491228
187,201810,171.20000000000002,24,26,39,1.0833333333333333,1.5,4.38974358974359
187,201811,327.9,48,54,78,1.125,1.4444444444444444,4.203846153846153
187,201812,228.7,31,32,53,1.032258064516129,1.65625,4.315094339622641
187,201901,184.2,30,31,42,1.0333333333333334,1.3548387096774193,4.385714285714285
188,201807,216.0,31,33,59,1.064516129032258,1.7878787878787878,3.6610169491525424
188,201808,204.6,35,35,56,1.0,1.6,3.6535714285714285
188,201809,247.2,40,45,73,1.125,1.6222222222222222,3.3863013698630136
188,201810,203.7,32,33,55,1.03125,1.6666666666666667,3.7036363636363636
188,201811,213.3,41,42,71,1.024390243902439,1.6904761904761905,3.0042253521126763
188,201812,261.5,42,45,77,1.0714285714285714,1.711111111111111,3.396103896103896
188,201901,163.7,27,27,46,1.0,1.7037037037037037,3.558695652173913
189,201807,130.9,33,37,37,1.121212121212121,1.0,3.537837837837838
189,201808,123.7,25,27,37,1.08,1.3703703703703705,3.3432432432432435
189,201809,99.3,28,29,29,1.0357142857142858,1.0,3.424137931034483
189,201810,127.9,32,33,35,1.03125,1.0606060606060606,3.6542857142857144
189,201811,87.5,27,28,28,1.037037037037037,1.0,3.125
189,201812,93.89999999999999,24,24,24,1.0,1.0,3.9124999999999996
189,201901,107.9,28,30,31,1.0714285714285714,1.0333333333333334,3.480645161290323
190,201807,756.4,91,108,216,1.1868131868131868,2.0,3.5018518518518515
190,201808,773.5,99,116,218,1.1717171717171717,1.8793103448275863,3.5481651376146788
190,201809,873.0,102,125,250,1.2254901960784315,2.0,3.492
190,201810,729.2,88,105,210,1.1931818181818181,2.0,3.4723809523809526
190,201811,720.2,76,101,202,1.3289473684210527,2.0,3.5653465346534654
190,201812,686.8,78,95,190,1.2179487179487178,2.0,3.614736842105263
190,201901,752.2,87,111,222,1.2758620689655173,2.0,3.3882882882882885
191,201807,742.8,89,106,212,1.1910112359550562,2.0,3.50377358490566
191,201808,808.1,94,120,232,1.2765957446808511,1.9333333333333333,3.483189655172414
191,201809,750.0,87,104,208,1.1954022988505748,2.0,3.605769230769231
191,201810,753.2,76,102,204,1.3421052631578947,2.0,3.6921568627450982
191,201811,797.6,98,119,238,1.2142857142857142,2.0,3.3512605042016808
191,201812,810.2,88,113,226,1.2840909090909092,2.0,3.5849557522123896
191,201901,784.2,90,110,220,1.2222222222222223,2.0,3.564545454545455
192,201807,34.3,8,8,10,1.0,1.25,3.4299999999999997
192,201808,36.4,6,6,10,1.0,1.6666666666666667,3.6399999999999997
192,201809,30.400000000000002,5,5,7,1.0,1.4,4.342857142857143
192,201810,11.8,3,3,5,1.0,1.6666666666666667,2.3600000000000003
192,201811,50.4,10,10,14,1.0,1.4,3.6
192,201812,42.8,9,10,12,1.1111111111111112,1.2,3.5666666666666664
192,201901,22.7,7,7,8,1.0,1.1428571428571428,2.8375
194,201807,1044.8,106,126,247,1.1886792452830188,1.9603174603174602,4.22995951417004
194,201808,895.75,102,110,200,1.0784313725490196,1.8181818181818181,4.47875
194,201809,1003.4,102,115,228,1.1274509803921569,1.982608695652174,4.400877192982456
194,201810,1152.2,114,132,262,1.1578947368421053,1.9848484848484849,4.397709923664122
194,201811,965.8000000000001,103,116,228,1.1262135922330097,1.9655172413793103,4.235964912280702
194,201812,1187.6,113,135,267,1.1946902654867257,1.9777777777777779,4.4479400749063664
194,201901,1049.6,103,119,235,1.1553398058252426,1.9747899159663866,4.466382978723404
195,201807,222.2,42,43,65,1.0238095238095237,1.5116279069767442,3.418461538461538
195,201808,303.15,55,59,91,1.0727272727272728,1.5423728813559323,3.331318681318681
195,201809,132.5,28,29,37,1.0357142857142858,1.2758620689655173,3.581081081081081
195,201810,249.4,45,47,68,1.0444444444444445,1.446808510638298,3.6676470588235297
195,201811,212.9,37,39,60,1.054054054054054,1.5384615384615385,3.5483333333333333
195,201812,245.2,47,48,69,1.0212765957446808,1.4375,3.5536231884057967
195,201901,145.3,31,32,45,1.032258064516129,1.40625,3.228888888888889
196,201807,828.0,88,121,242,1.375,2.0,3.4214876033057853
196,201808,737.3,87,107,207,1.2298850574712643,1.9345794392523366,3.5618357487922703
196,201809,786.4,94,111,222,1.1808510638297873,2.0,3.542342342342342
196,201810,785.4,93,115,230,1.2365591397849462,2.0,3.414782608695652
196,201811,738.6,88,106,212,1.2045454545454546,2.0,3.4839622641509433
196,201812,925.2,106,130,260,1.2264150943396226,2.0,3.558461538461539
196,201901,816.0,90,114,228,1.2666666666666666,2.0,3.5789473684210527
197,201807,337.6,45,49,93,1.0888888888888888,1.8979591836734695,3.6301075268817207
197,201808,281.4,44,45,82,1.0227272727272727,1.8222222222222222,3.4317073170731707
197,201809,263.2,37,41,75,1.1081081081081081,1.829268292682927,3.509333333333333
197,201810,329.2,48,50,93,1.0416666666666667,1.86,3.539784946236559
197,201811,266.2,41,43,82,1.048780487804878,1.9069767441860466,3.246341463414634
197,201812,368.5,53,54,101,1.0188679245283019,1.8703703703703705,3.6485148514851486
197,201901,315.5,46,46,85,1.0,1.8478260869565217,3.711764705882353
198,201807,20.3,4,4,6,1.0,1.5,3.3833333333333333
198,201808,10.7,2,2,3,1.0,1.5,3.5666666666666664
198,201809,20.7,5,5,7,1.0,1.4,2.957142857142857
198,201810,26.2,3,3,6,1.0,2.0,4.366666666666666
198,201811,34.3,6,6,8,1.0,1.3333333333333333,4.2875
198,201812,13.799999999999999,2,2,3,1.0,1.5,4.6
198,201901,19.200000000000003,3,3,5,1.0,1.6666666666666667,3.8400000000000007
199,201807,1238.4,117,141,281,1.205128205128205,1.9929078014184398,4.4071174377224205
199,201808,1169.3,119,140,263,1.1764705882352942,1.8785714285714286,4.4460076045627375
199,201809,1082.6,103,125,249,1.2135922330097086,1.992,4.347791164658634
199,201810,1201.4,114,133,266,1.1666666666666667,2.0,4.516541353383459
199,201811,1070.2,112,124,248,1.1071428571428572,2.0,4.315322580645161
199,201812,1275.2,115,146,291,1.2695652173913043,1.9931506849315068,4.38213058419244
199,201901,1163.4,115,134,268,1.1652173913043478,2.0,4.3410447761194035
200,201807,487.0,55,57,114,1.0363636363636364,2.0,4.271929824561403
200,201808,650.7,68,79,145,1.161764705882353,1.8354430379746836,4.487586206896552
200,201809,579.8,62,67,134,1.0806451612903225,2.0,4.326865671641791
200,201810,440.90000000000003,48,50,99,1.0416666666666667,1.98,4.4535353535353535
200,201811,403.2,42,46,92,1.0952380952380953,2.0,4.3826086956521735
200,201812,305.4,33,36,72,1.0909090909090908,2.0,4.241666666666666
200,201901,477.6,51,55,109,1.0784313725490196,1.981818181818182,4.381651376146789
201,201807,1046.0,115,122,241,1.0608695652173914,1.9754098360655739,4.340248962655601
201,201808,1057.7,107,126,243,1.1775700934579438,1.9285714285714286,4.352674897119342
201,201809,1099.0,103,127,252,1.233009708737864,1.984251968503937,4.361111111111111
201,201810,1142.6,117,134,264,1.1452991452991452,1.9701492537313432,4.328030303030303
201,201811,1208.1,124,137,272,1.1048387096774193,1.9854014598540146,4.441544117647059
201,201812,1110.7,113,128,254,1.1327433628318584,1.984375,4.3728346456692915
201,201901,1082.5,106,125,247,1.179245283018868,1.976,4.382591093117409
202,201807,577.2,62,66,132,1.064516129032258,2.0,4.372727272727273
202,201808,463.0,45,49,108,1.0888888888888888,2.204081632653061,4.287037037037037
202,201809,475.6,49,55,110,1.1224489795918366,2.0,4.323636363636364
202,201810,476.6,53,57,114,1.0754716981132075,2.0,4.180701754385965
202,201811,451.2,49,52,104,1.0612244897959184,2.0,4.338461538461538
202,201812,430.6,46,49,98,1.065217391304348,2.0,4.393877551020409
202,201901,424.4,46,48,96,1.0434782608695652,2.0,4.420833333333333
203,201807,1215.8,111,138,276,1.2432432432432432,2.0,4.405072463768116
203,201808,1114.8,112,137,260,1.2232142857142858,1.897810218978102,4.287692307692308
203,201809,1185.2,116,135,270,1.1637931034482758,2.0,4.3896296296296295
203,201810,1210.9,113,139,277,1.2300884955752212,1.9928057553956835,4.371480144404332
203,201811,1193.8,112,135,270,1.2053571428571428,2.0,4.421481481481481
203,201812,1275.4,127,143,286,1.125984251968504,2.0,4.4594405594405595
203,201901,1105.2,105,127,254,1.2095238095238094,2.0,4.351181102362205
204,201807,40.400000000000006,6,6,11,1.0,1.8333333333333333,3.6727272727272733
204,201808,37.3,6,6,11,1.0,1.8333333333333333,3.3909090909090907
204,201809,57.400000000000006,8,8,14,1.0,1.75,4.1000000000000005
204,201810,35.4,5,5,9,1.0,1.8,3.933333333333333
204,201811,44.2,5,5,10,1.0,2.0,4.42
204,201812,23.200000000000003,3,3,5,1.0,1.6666666666666667,4.640000000000001
204,201901,29.0,4,4,8,1.0,2.0,3.625
205,201807,295.0,46,48,79,1.0434782608695652,1.6458333333333333,3.7341772151898733
205,201808,260.5,43,44,75,1.0232558139534884,1.7045454545454546,3.473333333333333
205,201809,215.5,32,36,57,1.125,1.5833333333333333,3.780701754385965
205,201810,274.7,42,45,75,1.0714285714285714,1.6666666666666667,3.6626666666666665
205,201811,210.8,33,34,53,1.0303030303030303,1.5588235294117647,3.9773584905660377
205,201812,216.5,35,35,58,1.0,1.6571428571428573,3.7327586206896552
205,201901,227.3,39,41,67,1.0512820512820513,1.6341463414634145,3.392537313432836
207,201807,870.4,96,124,248,1.2916666666666667,2.0,3.509677419354839
207,201808,781.6,92,120,226,1.3043478260869565,1.8833333333333333,3.458407079646018
207,201809,731.6,87,106,212,1.2183908045977012,2.0,3.4509433962264153
207,201810,881.6,96,123,246,1.28125,2.0,3.583739837398374
207,201811,903.0,104,125,250,1.2019230769230769,2.0,3.612
207,201812,774.2,89,111,222,1.247191011235955,2.0,3.4873873873873875
207,201901,793.0,94,114,228,1.2127659574468086,2.0,3.4780701754385963
208,201807,632.8,78,92,184,1.1794871794871795,2.0,3.4391304347826086
208,201808,605.45,76,95,180,1.25,1.894736842105263,3.3636111111111116
208,201809,706.2,80,99,198,1.2375,2.0,3.566666666666667
208,201810,742.6,85,102,204,1.2,2.0,3.6401960784313725
208,201811,709.2,81,97,194,1.1975308641975309,2.0,3.655670103092784
208,201812,750.0,86,111,222,1.2906976744186047,2.0,3.3783783783783785
208,201901,700.0,85,102,204,1.2,2.0,3.4313725490196076
209,201807,679.4,86,103,206,1.197674418604651,2.0,3.298058252427184
209,201808,733.5,83,104,203,1.2530120481927711,1.9519230769230769,3.6133004926108376
209,201809,744.0,86,104,208,1.2093023255813953,2.0,3.576923076923077
209,201810,730.4,82,105,210,1.2804878048780488,2.0,3.478095238095238
209,201811,712.2,81,99,198,1.2222222222222223,2.0,3.596969696969697
209,201812,902.4,97,125,250,1.288659793814433,2.0,3.6096
209,201901,851.4,97,117,234,1.2061855670103092,2.0,3.6384615384615384
210,201807,1088.0,107,127,251,1.1869158878504673,1.9763779527559056,4.334661354581673
210,201808,963.8000000000001,100,117,218,1.17,1.8632478632478633,4.421100917431193
210,201809,1015.8,98,114,228,1.163265306122449,2.0,4.455263157894737
210,201810,1062.4,102,121,239,1.1862745098039216,1.975206611570248,4.445188284518829
210,201811,1149.0,116,133,264,1.146551724137931,1.9849624060150375,4.3522727272727275
210,201812,1158.5,112,132,263,1.1785714285714286,1.9924242424242424,4.404942965779468
210,201901,1160.6,111,133,264,1.1981981981981982,1.9849624060150375,4.396212121212121
212,201807,606.8,74,92,184,1.2432432432432432,2.0,3.2978260869565217
212,201808,586.0,70,83,169,1.1857142857142857,2.036144578313253,3.467455621301775
212,201809,700.6,78,99,198,1.2692307692307692,2.0,3.5383838383838384
212,201810,681.6,76,98,196,1.2894736842105263,2.0,3.477551020408163
212,201811,666.8,78,93,186,1.1923076923076923,2.0,3.5849462365591394
212,201812,751.8,90,109,218,1.211111111111111,2.0,3.448623853211009
212,201901,597.0,73,85,170,1.1643835616438356,2.0,3.511764705882353
213,201807,1006.4,106,136,272,1.2830188679245282,2.0,3.6999999999999997
213,201808,810.7,92,116,225,1.2608695652173914,1.9396551724137931,3.603111111111111
213,201809,1029.0,119,146,292,1.226890756302521,2.0,3.5239726027397262
213,201810,812.0,93,114,228,1.2258064516129032,2.0,3.56140350877193
213,201811,1122.0,121,157,314,1.2975206611570247,2.0,3.573248407643312
213,201812,980.2,112,139,278,1.2410714285714286,2.0,3.5258992805755396
213,201901,906.0,101,126,252,1.2475247524752475,2.0,3.5952380952380953
214,201807,166.9,35,37,53,1.0571428571428572,1.4324324324324325,3.149056603773585
214,201808,191.8,33,36,54,1.0909090909090908,1.5,3.5518518518518523
214,201809,205.5,41,42,57,1.024390243902439,1.3571428571428572,3.6052631578947367
214,201810,168.9,28,31,49,1.1071428571428572,1.5806451612903225,3.4469387755102043
214,201811,177.7,33,34,51,1.0303030303030303,1.5,3.4843137254901957
214,201812,259.1,41,45,69,1.0975609756097562,1.5333333333333334,3.755072463768116
214,201901,220.7,43,48,65,1.1162790697674418,1.3541666666666667,3.3953846153846152
215,201807,354.8,38,42,83,1.105263157894737,1.9761904761904763,4.274698795180723
215,201808,336.7,39,42,77,1.0769230769230769,1.8333333333333333,4.372727272727273
215,201809,260.0,32,32,59,1.0,1.84375,4.406779661016949
215,201810,379.1,45,47,90,1.0444444444444445,1.9148936170212767,4.2122222222222225
215,201811,415.8,45,49,96,1.0888888888888888,1.9591836734693877,4.33125
215,201812,391.3,47,47,90,1.0,1.9148936170212767,4.347777777777778
215,201901,386.7,47,48,94,1.0212765957446808,1.9583333333333333,4.113829787234042
216,201807,1079.4,116,135,247,1.1637931034482758,1.8296296296296297,4.37004048582996
216,201808,945.7,102,117,210,1.1470588235294117,1.794871794871795,4.503333333333334
216,201809,1039.9,105,121,232,1.1523809523809523,1.9173553719008265,4.482327586206897
216,201810,1008.7,96,116,225,1.2083333333333333,1.9396551724137931,4.4831111111111115
216,201811,924.8000000000001,102,111,208,1.088235294117647,1.8738738738738738,4.446153846153846
216,201812,1064.3,113,133,244,1.176991150442478,1.8345864661654134,4.3618852459016395
216,201901,1048.7,119,130,242,1.0924369747899159,1.8615384615384616,4.333471074380165
217,201807,1278.8,115,143,286,1.2434782608695651,2.0,4.4713286713286715
217,201808,1022.1,96,120,235,1.25,1.9583333333333333,4.34936170212766
217,201809,1237.0,115,142,284,1.2347826086956522,2.0,4.355633802816901
217,201810,1032.8,102,119,238,1.1666666666666667,2.0,4.339495798319327
217,201811,1189.8,103,136,272,1.3203883495145632,2.0,4.374264705882353
217,201812,1033.0,101,116,232,1.1485148514851484,2.0,4.452586206896552
217,201901,1079.2,106,120,240,1.1320754716981132,2.0,4.496666666666667
219,201807,838.0,94,123,246,1.3085106382978724,2.0,3.4065040650406506
219,201808,730.1,88,109,211,1.2386363636363635,1.9357798165137614,3.460189573459716
219,201809,856.0,98,122,244,1.2448979591836735,2.0,3.5081967213114753
219,201810,811.6,94,114,228,1.2127659574468086,2.0,3.5596491228070177
219,201811,562.6,63,81,162,1.2857142857142858,2.0,3.4728395061728397
219,201812,798.2,92,120,240,1.3043478260869565,2.0,3.3258333333333336
219,201901,783.2,90,112,224,1.2444444444444445,2.0,3.4964285714285714
220,201807,227.2,44,45,67,1.0227272727272727,1.488888888888889,3.391044776119403
220,201808,236.5,36,39,60,1.0833333333333333,1.5384615384615385,3.941666666666667
220,201809,210.0,39,41,62,1.0512820512820513,1.5121951219512195,3.3870967741935485
220,201810,265.2,55,57,81,1.0363636363636364,1.4210526315789473,3.274074074074074
220,201811,280.4,48,51,73,1.0625,1.4313725490196079,3.8410958904109584
220,201812,222.3,46,46,63,1.0,1.3695652173913044,3.528571428571429
220,201901,211.70000000000002,44,44,59,1.0,1.3409090909090908,3.5881355932203394
221,201807,915.5,103,126,210,1.2233009708737863,1.6666666666666667,4.359523809523809
221,201808,880.7,106,118,201,1.1132075471698113,1.7033898305084745,4.381592039800995
221,201809,686.8000000000001,82,91,155,1.1097560975609757,1.7032967032967032,4.4309677419354845
221,201810,825.2,98,115,190,1.1734693877551021,1.6521739130434783,4.3431578947368426
221,201811,879.2,97,118,199,1.2164948453608246,1.6864406779661016,4.418090452261307
221,201812,873.5,97,113,196,1.1649484536082475,1.7345132743362832,4.456632653061225
221,201901,846.1,99,110,185,1.1111111111111112,1.6818181818181819,4.573513513513514
222,201807,887.2,102,123,246,1.2058823529411764,2.0,3.606504065040651
222,201808,711.2,81,100,193,1.2345679012345678,1.93,3.6849740932642487
222,201809,857.2,87,117,234,1.3448275862068966,2.0,3.6632478632478636
222,201810,850.4,88,116,232,1.3181818181818181,2.0,3.6655172413793102
222,201811,751.8,86,109,218,1.2674418604651163,2.0,3.448623853211009
222,201812,737.0,82,105,210,1.2804878048780488,2.0,3.5095238095238095
222,201901,713.4,85,102,204,1.2,2.0,3.4970588235294118
223,201807,852.4,87,119,238,1.367816091954023,2.0,3.5815126050420165
223,201808,840.3,113,132,252,1.168141592920354,1.9090909090909092,3.3345238095238092
223,201809,933.2,111,133,266,1.1981981981981982,2.0,3.5082706766917293
223,201810,929.0,111,135,270,1.2162162162162162,2.0,3.4407407407407407
223,201811,907.4,102,122,244,1.196078431372549,2.0,3.7188524590163934
223,201812,925.4,106,130,260,1.2264150943396226,2.0,3.559230769230769
223,201901,866.0,97,124,248,1.2783505154639174,2.0,3.4919354838709675
224,201807,9.0,2,2,3,1.0,1.5,3.0
224,201808,44.5,7,7,12,1.0,1.7142857142857142,3.7083333333333335
224,201809,11.8,2,2,4,1.0,2.0,2.95
224,201810,35.9,7,7,11,1.0,1.5714285714285714,3.2636363636363637
224,201811,33.6,5,5,10,1.0,2.0,3.3600000000000003
224,201812,20.5,5,5,8,1.0,1.6,2.5625
224,201901,25.3,5,5,9,1.0,1.8,2.8111111111111113
225,201807,794.8000000000001,94,115,230,1.2234042553191489,2.0,3.4556521739130437
225,201808,788.6,90,114,222,1.2666666666666666,1.9473684210526316,3.552252252252252
225,201809,879.0,102,127,254,1.2450980392156863,2.0,3.4606299212598426
